input_file,k,alpha,r,algorithm,algorithm_type,runs,selected,min_selected,max_selected,fairness,min_fairness,max_fairness,fraction_opt,min_fraction_opt,max_fraction_opt,inverse_ratio,min_inverse_ratio,max_inverse_ratio,delta,opt_by_group,selected_by_group,num_levels
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_5groups.csv,5,,,offline_greedy,deterministic,1,59130,59130,59130,inf,inf,inf,1.0,1.0,1.0,1.0,1.0,1.0,239892.0,"{""1"": 20764, ""2"": 21644, ""3"": 21286, ""4"": 12309, ""5"": 5455}","{""1"": 20581, ""2"": 21593, ""3"": 16829, ""4"": 127, ""5"": 0}",
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_5groups.csv,5,1.0,5,offline_deterministic,deterministic,1,49419,49419,49419,5.0,5.0,5.0,0.8357686453576865,0.8357686453576865,0.8357686453576865,1.1965033691495175,1.1965033691495175,1.1965033691495175,239892.0,"{""1"": 20764, ""2"": 21644, ""3"": 21286, ""4"": 12309, ""5"": 5455}","{""1"": 20605, ""2"": 11493, ""3"": 13726, ""4"": 2504, ""5"": 1091}",
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_5groups.csv,5,,,offline_randomized,randomized,1000,48641.341,24515,59130,4.975124378109453,1.3216637257348702,4.975124378109453,0.8226169626247252,0.4145949602570607,1.0,1.2156326035501366,1.0,2.411992657556598,239892.0,"{""1"": 20764, ""2"": 21644, ""3"": 21286, ""4"": 12309, ""5"": 5455}","{""1"": 15078.556, ""2"": 16376.329, ""3"": 13512.343, ""4"": 2577.658, ""5"": 1096.455}",
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_5groups.csv,5,,,online_randomized_fair,randomized,1000,1001.743,0,5368,96.7132225321908,46.890042635125845,96.7132225321908,0.016941366480635888,0.0,0.09078302046338577,59.02711573726994,11.015275707898658,inf,239892.0,"{""1"": 20764, ""2"": 21644, ""3"": 21286, ""4"": 12309, ""5"": 5455}","{""1"": 239.564, ""2"": 248.699, ""3"": 220.094, ""4"": 177.05, ""5"": 116.336}",18
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_5groups.csv,5,,,crs,randomized,1000,4875.165,10,12535,18.68699416459409,10.327058217725812,18.68699416459409,0.0824482496194825,0.00016911889058007779,0.2119905293421275,12.128820255314436,4.717191862784205,5913.0,239892.0,"{""1"": 20764, ""2"": 21644, ""3"": 21286, ""4"": 12309, ""5"": 5455}","{""1"": 1180.223, ""2"": 1236.655, ""3"": 1139.081, ""4"": 790.982, ""5"": 528.224}",18
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_6groups.csv,6,,,offline_greedy,deterministic,1,59130,59130,59130,inf,inf,inf,1.0,1.0,1.0,1.0,1.0,1.0,239892.0,"{""1"": 17252, ""2"": 18010, ""3"": 18080, ""4"": 15512, ""5"": 9478, ""6"": 4464}","{""1"": 17075, ""2"": 17970, ""3"": 18025, ""4"": 6050, ""5"": 10, ""6"": 0}",
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_6groups.csv,6,1.0,6,offline_deterministic,deterministic,1,49339,49339,49339,6.0,6.0,6.0,0.8344156942330458,0.8344156942330458,0.8344156942330458,1.1984434220393603,1.1984434220393603,1.1984434220393603,239892.0,"{""1"": 17252, ""2"": 18010, ""3"": 18080, ""4"": 15512, ""5"": 9478, ""6"": 4464}","{""1"": 17095, ""2"": 10864, ""3"": 13085, ""4"": 5968, ""5"": 1583, ""6"": 744}",
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_6groups.csv,6,,,offline_randomized,randomized,1000,49609.518,23948,59130,6.756756756756756,1.285312369443736,6.756756756756756,0.83899066463724,0.4050059191611703,1.0,1.1919083753242674,1.0,2.4690997160514447,239892.0,"{""1"": 17252, ""2"": 18010, ""3"": 18080, ""4"": 15512, ""5"": 9478, ""6"": 4464}","{""1"": 13075.188, ""2"": 14012.158, ""3"": 13830.202, ""4"": 6395.814, ""5"": 1635.484, ""6"": 660.672}",
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_6groups.csv,6,,,online_randomized_fair,randomized,1000,874.564,0,4546,115.62985654990695,49.23891462607545,115.62985654990695,0.014790529342127516,0.0,0.07688144765770337,67.61083236904332,13.007039155301364,inf,239892.0,"{""1"": 17252, ""2"": 18010, ""3"": 18080, ""4"": 15512, ""5"": 9478, ""6"": 4464}","{""1"": 176.388, ""2"": 173.718, ""3"": 156.361, ""4"": 154.89, ""5"": 122.547, ""6"": 90.66}",18
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_6groups.csv,6,,,crs,randomized,1000,4875.165,10,12535,18.60090318464922,10.599674696363486,18.60090318464922,0.0824482496194825,0.00016911889058007779,0.2119905293421275,12.128820255314436,4.717191862784205,5913.0,239892.0,"{""1"": 17252, ""2"": 18010, ""3"": 18080, ""4"": 15512, ""5"": 9478, ""6"": 4464}","{""1"": 980.365, ""2"": 1033.02, ""3"": 1013.014, ""4"": 833.938, ""5"": 593.683, ""6"": 421.145}",18
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_7groups.csv,7,,,offline_greedy,deterministic,1,59130,59130,59130,inf,inf,inf,1.0,1.0,1.0,1.0,1.0,1.0,239892.0,"{""1"": 14873, ""2"": 15192, ""3"": 15446, ""4"": 15500, ""5"": 11683, ""6"": 7797, ""7"": 3816}","{""1"": 14787, ""2"": 15074, ""3"": 15409, ""4"": 13540, ""5"": 320, ""6"": 0, ""7"": 0}",
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_7groups.csv,7,1.0,7,offline_deterministic,deterministic,1,49426,49426,49426,7.005390835579515,7.005390835579515,7.005390835579515,0.8358870285810925,0.8358870285810925,0.8358870285810925,1.1963339133249706,1.1963339133249706,1.1963339133249706,239892.0,"{""1"": 14873, ""2"": 15192, ""3"": 15446, ""4"": 15500, ""5"": 11683, ""6"": 7797, ""7"": 3816}","{""1"": 14802, ""2"": 9568, ""3"": 12781, ""4"": 8795, ""5"": 1822, ""6"": 1113, ""7"": 545}",
