workload,assignment_method,k,algorithm,algorithm_label,setting,num_instances,mean_selected,ci95_selected,mean_fairness,ci95_fairness,mean_fraction_opt,ci95_fraction_opt,mean_inverse_ratio,ci95_inverse_ratio,mean_delta,offline_fairness_ratio,offline_approximation_ratio,online_fairness_ratio,online_approximation_ratio
CTC-SP2-1996,containment_quantile,6,online_randomized,Online Randomized,online,1,516.51,0.0,108.8407643312102,0.0,0.024707486247309257,0.0,40.47356295134654,0.0,71998.0,6.0,5.9995833506937215,48.40700763205663,8.067834605342773
CTC-SP2-1996,containment_quantile,6,online_randomized_level_greedy,CRS,online,1,1993.88,0.0,16.860851054089316,0.0,0.09537813920114806,0.0,10.484582823439725,0.0,71998.0,6.0,5.9995833506937215,48.40700763205663,8.067834605342773
CTC-SP2-1996,containment_quantile,6,simple_online_greedy,Simple Online Greedy,online,1,2538.0,0.0,16.952380952380953,0.0,0.12140636211432672,0.0,8.236800630417651,0.0,71998.0,6.0,5.9995833506937215,48.40700763205663,8.067834605342773
CTC-SP2-1996,containment_quantile,7,offline_deterministic,Offline Deterministic,offline,1,15118.0,0.0,7.052631578947368,0.0,0.7231762736187515,0.0,1.382788728667813,0.0,71998.0,7.0,6.999416699072274,56.47484223739941,8.067834605342773
CTC-SP2-1996,containment_quantile,7,offline_greedy,Global OPT,offline,1,20905.0,0.0,nan,nan,1.0,0.0,1.0,0.0,71998.0,7.0,6.999416699072274,56.47484223739941,8.067834605342773
CTC-SP2-1996,containment_quantile,7,offline_randomized,Offline Randomized,offline,1,16208.479999999998,0.0,12.5,0.0,0.7753398708442956,0.0,1.2897569667235917,0.0,71998.0,7.0,6.999416699072274,56.47484223739941,8.067834605342773
CTC-SP2-1996,containment_quantile,7,online_randomized,Online Randomized,online,1,472.65000000000003,0.0,126.11764705882354,0.0,0.02260942358287491,0.0,44.22934518142388,0.0,71998.0,7.0,6.999416699072274,56.47484223739941,8.067834605342773
CTC-SP2-1996,containment_quantile,7,online_randomized_level_greedy,CRS,online,1,1993.88,0.0,17.775159758666238,0.0,0.09537813920114806,0.0,10.484582823439725,0.0,71998.0,7.0,6.999416699072274,56.47484223739941,8.067834605342773
CTC-SP2-1996,containment_quantile,7,simple_online_greedy,Simple Online Greedy,online,1,2538.0,0.0,17.875565610859727,0.0,0.12140636211432672,0.0,8.236800630417651,0.0,71998.0,7.0,6.999416699072274,56.47484223739941,8.067834605342773
CTC-SP2-1996,containment_quantile,8,offline_deterministic,Offline Deterministic,offline,1,15370.0,0.0,7.992094861660079,0.0,0.7352308060272662,0.0,1.360117111255693,0.0,71998.0,8.0,7.999222276230817,64.54267684274218,8.067834605342773
CTC-SP2-1996,containment_quantile,8,offline_greedy,Global OPT,offline,1,20905.0,0.0,nan,nan,1.0,0.0,1.0,0.0,71998.0,8.0,7.999222276230817,64.54267684274218,8.067834605342773
CTC-SP2-1996,containment_quantile,8,offline_randomized,Offline Randomized,offline,1,15603.289999999999,0.0,11.111111111111112,0.0,0.7463903372398947,0.0,1.3397815460713736,0.0,71998.0,8.0,7.999222276230817,64.54267684274218,8.067834605342773
CTC-SP2-1996,containment_quantile,8,online_randomized,Online Randomized,online,1,328.44,0.0,328.90365448504986,0.0,0.01571107390576417,0.0,63.6493727925953,0.0,71998.0,8.0,7.999222276230817,64.54267684274218,8.067834605342773
CTC-SP2-1996,containment_quantile,8,online_randomized_level_greedy,CRS,online,1,1993.8799999999999,0.0,18.64889059402775,0.0,0.09537813920114804,0.0,10.484582823439727,0.0,71998.0,8.0,7.999222276230817,64.54267684274218,8.067834605342773
CTC-SP2-1996,containment_quantile,8,simple_online_greedy,Simple Online Greedy,online,1,2538.0,0.0,18.240208877284594,0.0,0.12140636211432672,0.0,8.236800630417651,0.0,71998.0,8.0,7.999222276230817,64.54267684274218,8.067834605342773
CTC-SP2-1996,containment_quantile,9,offline_deterministic,Offline Deterministic,offline,1,15225.0,0.0,9.053191489361701,0.0,0.7282946663477637,0.0,1.373070607553366,0.0,71998.0,9.0,8.99900008332639,72.61051144808495,8.067834605342773
CTC-SP2-1996,containment_quantile,9,offline_greedy,Global OPT,offline,1,20905.0,0.0,nan,nan,1.0,0.0,1.0,0.0,71998.0,9.0,8.99900008332639,72.61051144808495,8.067834605342773
CTC-SP2-1996,containment_quantile,9,offline_randomized,Offline Randomized,offline,1,15333.57,0.0,12.5,0.0,0.7334881607270988,0.0,1.363348522229331,0.0,71998.0,9.0,8.99900008332639,72.61051144808495,8.067834605342773
CTC-SP2-1996,containment_quantile,9,online_randomized,Online Randomized,online,1,310.33,0.0,216.29887727448704,0.0,0.01484477397751734,0.0,67.36377404698224,0.0,71998.0,9.0,8.99900008332639,72.61051144808495,8.067834605342773
CTC-SP2-1996,containment_quantile,9,online_randomized_level_greedy,CRS,online,1,1993.8799999999999,0.0,19.71393620024466,0.0,0.09537813920114804,0.0,10.484582823439727,0.0,71998.0,9.0,8.99900008332639,72.61051144808495,8.067834605342773
CTC-SP2-1996,containment_quantile,9,simple_online_greedy,Simple Online Greedy,online,1,2538.0,0.0,18.513353115727003,0.0,0.12140636211432672,0.0,8.236800630417651,0.0,71998.0,9.0,8.99900008332639,72.61051144808495,8.067834605342773
