workload,assignment_method,k,algorithm,algorithm_label,setting,num_instances,mean_selected,min_selected,max_selected,ci95_selected,mean_fairness,min_fairness,max_fairness,ci95_fairness,mean_fraction_opt,min_fraction_opt,max_fraction_opt,ci95_fraction_opt,mean_inverse_ratio,min_inverse_ratio,max_inverse_ratio,ci95_inverse_ratio,mean_delta,min_delta,max_delta,offline_fairness_ratio,offline_approximation_ratio,online_fairness_ratio,online_approximation_ratio
NASA-iPSC-1993,exponential,2,offline_deterministic,Offline Deterministic,offline,1,11066.0,11066.0,11066.0,0.0,1.1957236842105263,1.1957236842105263,1.1957236842105263,0.0,0.9785126890087541,0.9785126890087541,0.9785126890087541,0.0,1.0219591541659137,1.0219591541659137,1.0219591541659137,0.0,62643.0,62643.0,62643.0,2.0,1.9999680735585212,95.60919411068383,95.60919411068383
NASA-iPSC-1993,exponential,2,offline_greedy,Global OPT,offline,1,11309.0,11309.0,11309.0,0.0,1.1988221436984687,1.1988221436984687,1.1988221436984687,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,62643.0,62643.0,62643.0,2.0,1.9999680735585212,95.60919411068383,95.60919411068383
NASA-iPSC-1993,exponential,2,offline_randomized,Offline Randomized,offline,1,11075.34,10990.0,11160.0,0.0,1.1945454178420813,1.3085917641077784,1.4802210587550901,nan,0.9793385798921214,0.9717923777522327,0.9868246529312936,0.0,1.0210973207143077,1.0133512544802867,1.0290263876251138,0.0,62643.0,62643.0,62643.0,2.0,1.9999680735585212,95.60919411068383,95.60919411068383
NASA-iPSC-1993,exponential,2,online_randomized,Online Randomized,online,1,497.44100000000003,5.0,1847.0,0.0,25.88712516133358,nan,nan,nan,0.043986294102042627,0.00044212574056061546,0.16332124856309135,0.0,22.73435442595202,6.1229020032485115,2261.8,0.0,62643.0,62643.0,62643.0,2.0,1.9999680735585212,95.60919411068383,95.60919411068383
NASA-iPSC-1993,exponential,2,online_randomized_level_greedy,CRS,online,1,942.6229999999999,9.0,2934.0,0.0,14.291250575693923,4.584684684684684,2544.5,nan,0.0833515783888938,0.0007958263330091078,0.25943938456096916,0.0,11.997373287093568,3.854464894342195,1256.5555555555557,0.0,62643.0,62643.0,62643.0,2.0,1.9999680735585212,95.60919411068383,95.60919411068383
NASA-iPSC-1993,exponential,2,simple_online_greedy,Simple Online Greedy,online,1,4970.0,4970.0,4970.0,0.0,2.650520833333333,2.650520833333333,2.650520833333333,0.0,0.4394729861172518,0.4394729861172518,0.4394729861172518,0.0,2.275452716297787,2.275452716297787,2.275452716297787,0.0,62643.0,62643.0,62643.0,2.0,1.9999680735585212,95.60919411068383,95.60919411068383
NASA-iPSC-1993,exponential,3,offline_deterministic,Offline Deterministic,offline,1,10996.0,10996.0,10996.0,0.0,1.3235867446393763,1.3235867446393763,1.3235867446393763,0.0,0.9723229286409055,0.9723229286409055,0.9723229286409055,0.0,1.0284648963259366,1.0284648963259366,1.0284648963259366,0.0,62643.0,62643.0,62643.0,3.0,2.9999042222044854,143.41379116602576,143.41379116602576
NASA-iPSC-1993,exponential,3,offline_greedy,Global OPT,offline,1,11309.0,11309.0,11309.0,0.0,1.3339882121807465,1.3339882121807465,1.3339882121807465,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,62643.0,62643.0,62643.0,3.0,2.9999042222044854,143.41379116602576,143.41379116602576
NASA-iPSC-1993,exponential,3,offline_randomized,Offline Randomized,offline,1,10971.34,10855.0,11095.0,0.0,1.3267289975282588,1.4047074207257273,1.5864485981308412,nan,0.9701423644884606,0.9598549827570961,0.9810770183040056,0.0,1.0307765505398612,1.0192879675529518,1.041824044219254,0.0,62643.0,62643.0,62643.0,3.0,2.9999042222044854,143.41379116602576,143.41379116602576
NASA-iPSC-1993,exponential,3,online_randomized,Online Randomized,online,1,339.359,1.0,1531.0,0.0,43.51308917299497,nan,nan,nan,0.030007869838181978,8.842514811212309e-05,0.13537890175966044,0.0,33.324591361950034,7.386675375571522,11309.0,0.0,62643.0,62643.0,62643.0,3.0,2.9999042222044854,143.41379116602576,143.41379116602576
NASA-iPSC-1993,exponential,3,online_randomized_level_greedy,CRS,online,1,942.623,9.0,2934.0,0.0,15.728697344189763,nan,nan,nan,0.0833515783888938,0.0007958263330091078,0.25943938456096916,0.0,11.997373287093566,3.854464894342195,1256.5555555555557,0.0,62643.0,62643.0,62643.0,3.0,2.9999042222044854,143.41379116602576,143.41379116602576
NASA-iPSC-1993,exponential,3,simple_online_greedy,Simple Online Greedy,online,1,4970.0,4970.0,4970.0,0.0,2.9813391877058177,2.9813391877058177,2.9813391877058177,0.0,0.4394729861172518,0.4394729861172518,0.4394729861172518,0.0,2.275452716297787,2.275452716297787,2.275452716297787,0.0,62643.0,62643.0,62643.0,3.0,2.9999042222044854,143.41379116602576,143.41379116602576
NASA-iPSC-1993,exponential,4,offline_deterministic,Offline Deterministic,offline,1,10968.0,10968.0,10968.0,0.0,1.434981684981685,1.434981684981685,1.434981684981685,0.0,0.969847024493766,0.969847024493766,0.969847024493766,0.0,1.0310904449307075,1.0310904449307075,1.0310904449307075,0.0,62643.0,62643.0,62643.0,4.0,3.9998084474667177,191.21838822136766,191.21838822136766
NASA-iPSC-1993,exponential,4,offline_greedy,Global OPT,offline,1,11309.0,11309.0,11309.0,0.0,1.4469067405355494,1.4469067405355494,1.4469067405355494,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,62643.0,62643.0,62643.0,4.0,3.9998084474667177,191.21838822136766,191.21838822136766
NASA-iPSC-1993,exponential,4,offline_randomized,Offline Randomized,offline,1,10921.061,10818.0,11082.0,0.0,1.426729647933746,1.493452380952381,1.6849462365591399,nan,0.965696436466531,0.9565832522769475,0.9799274913785481,0.0,1.0355220980818622,1.0204836672080853,1.0453873174339066,0.0,62643.0,62643.0,62643.0,4.0,3.9998084474667177,191.21838822136766,191.21838822136766
NASA-iPSC-1993,exponential,4,online_randomized,Online Randomized,online,1,257.96,1.0,1377.0,0.0,59.25501086694035,nan,nan,nan,0.02281015120700327,8.842514811212309e-05,0.12176142895039349,0.0,43.84013025275237,8.21278140885984,11309.0,0.0,62643.0,62643.0,62643.0,4.0,3.9998084474667177,191.21838822136766,191.21838822136766
NASA-iPSC-1993,exponential,4,online_randomized_level_greedy,CRS,online,1,942.6229999999999,9.0,2934.0,0.0,16.95997575600147,nan,nan,nan,0.0833515783888938,0.0007958263330091078,0.25943938456096916,0.0,11.997373287093568,3.854464894342195,1256.5555555555557,0.0,62643.0,62643.0,62643.0,4.0,3.9998084474667177,191.21838822136766,191.21838822136766
